title,totalScore,reviewsCount,street,city,website,phone,url,Instagram,Tiktok,Facebook,YouTube,jumlah_sosmed,kategori,has_website,has_phone,cluster,tier
Healty spa 2,0,0,"75PQ+8WF, Jl. Taman Pancing",Kota Denpasar,,+62 823-3913-3532,https://www.google.com/maps/search/?api=1&query=Healty%20spa%202&query_place_id=ChIJPyySVJFB0i0RgIVZgxyzPUk,FALSE,TRUE,FALSE,FALSE,1,Sedang,0,1,3,6
Wojo Usadha III,4.1,440,Jl. Glogor Carik No.19,Kota Denpasar,,+62 812-1277-7177,https://www.google.com/maps/search/?api=1&query=Wojo%20Usadha%20III&query_place_id=ChIJHTo0tChH0i0RU2EkGSMju6M,TRUE,FALSE,TRUE,TRUE,3,Sangat tinggi,0,1,2,3
Teratai Bali Spa,5,2,"75HM+CGC, Jl. Griya Anyar",Kota Denpasar,https://terataibalispa.com/,+62 812-3993-9806,https://www.google.com/maps/search/?api=1&query=Teratai%20Bali%20Spa&query_place_id=ChIJq2fvZK9H0i0RMlgZoYrY82M,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
Kokuo Family Massage & Reflexology Bali Discovery,4.7,1587,"Discovery Mall Bali, Jl. Kartika Plaza 1st",Kabupaten Badung,https://lokasi.kokuo.co.id/kokuo-family-massage-reflexology-bali-discovery-massage-therapy-kec-kuta-badung-525735/Home?utm_source=locator&utm_medium=googleplaces,+62 361 769500,https://www.google.com/maps/search/?api=1&query=Kokuo%20Family%20Massage%20%26%20Reflexology%20Bali%20Discovery&query_place_id=ChIJ_aCZtv1H0i0Rhjz7LRR1f6w,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Sukha Spa,4.8,181,Jl. Wana Segara,Kabupaten Badung,https://www.risatabali.com/sukha-spa/,+62 361 3003339,https://www.google.com/maps/search/?api=1&query=Sukha%20Spa&query_place_id=ChIJ5y8gbyNF0i0Rj6xBMxm52Zs,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
Theta Spa by The Sea,4.4,221,"Inside Restaurant Pantai, Jl. Wana Segara",Kabupaten Badung,http://www.thetaspa.com/,+62 819-1561-1119,https://www.google.com/maps/search/?api=1&query=Theta%20Spa%20by%20The%20Sea&query_place_id=ChIJP4bNmaNG0i0R7xS4ebvxQlc,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Discovery Spa & Wellness Center,4.9,157,"Beach (inside, Discovery Kartika Plaza Hotel, Jl. Kartika Plaza",Kabupaten Badung,https://www.discoverykartikaplaza.com/topic/activities/discovery-spa/,+62 811-3831-8331,https://www.google.com/maps/search/?api=1&query=Discovery%20Spa%20%26%20Wellness%20Center&query_place_id=ChIJGcVJ8e5H0i0RwF1jvHLewk4,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,1,1,4,1
Juana SPA Kartika,4.9,330,Jl. Kartika Plaza,Kabupaten Badung,,+62 896-7231-8517,https://www.google.com/maps/search/?api=1&query=Juana%20SPA%20Kartika&query_place_id=ChIJIeqtVQBH0i0RdjA1vfinwew,TRUE,FALSE,TRUE,FALSE,2,Tinggi,0,1,2,3
Herbal Spa Bali Kuta - Seminyak Massage Therapy & Relaxation 1,4.7,202,"Hotel Fave Kuta, Jl. Kartika Plaza",Kabupaten Badung,http://herbalspabali.com/,+62 857-3877-9697,https://www.google.com/maps/search/?api=1&query=Herbal%20Spa%20Bali%20Kuta%20-%20Seminyak%20Massage%20Therapy%20%26%20Relaxation%201&query_place_id=ChIJAehEMN9H0i0R3xx8BlCyeY0,TRUE,FALSE,TRUE,FALSE,2,Tinggi,1,1,0,2
The One Massage Bali,4.6,16,7579+HCQ,Kabupaten Badung,https://api.whatsapp.com/send?phone=6281529227145&text=Hello%20The%20One%20Massage,+62 881-0383-81635,https://www.google.com/maps/search/?api=1&query=The%20One%20Massage%20Bali&query_place_id=ChIJyQoYw81H0i0RAgs3KIS2dkY,FALSE,FALSE,TRUE,FALSE,1,Sedang,1,1,0,4
Crown Day Spa 2,4.5,297,Jl. Kartika Plaza No.12 B,Kabupaten Badung,https://www.crowndayspabali.com/,+62 881-0384-17408,https://www.google.com/maps/search/?api=1&query=Crown%20Day%20Spa%202&query_place_id=ChIJw5LifPpH0i0RKGunOQg0b9w,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Crown Day Spa 3,4.6,267,Jl. Kartika Plaza No.90X,Kabupaten Badung,http://www.crowndayspabali.com/,+62 857-3898-3759,https://www.google.com/maps/search/?api=1&query=Crown%20Day%20Spa%203&query_place_id=ChIJSwmL3W5H0i0RIdyxPOUTph4,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Aeni Spa Wana,4.4,176,Jl. Wana Segara,Kabupaten Badung,,+62 813-3858-4043,https://www.google.com/maps/search/?api=1&query=Aeni%20Spa%20Wana&query_place_id=ChIJWfSQKiBE0i0RAyYC3iVcM08,FALSE,FALSE,TRUE,FALSE,1,Sedang,0,1,2,6
Anggita Spa Wanasegara,4.6,459,Jl. Wana Segara No.14,Kabupaten Badung,,+62 812-3729-2896,https://www.google.com/maps/search/?api=1&query=Anggita%20Spa%20Wanasegara&query_place_id=ChIJRc2BeB9E0i0RvVBiQcbWZnI,TRUE,TRUE,TRUE,TRUE,4,Sangat tinggi,0,1,2,3
R8POINTS - SPA,4.8,233,Jl. Kartika Plaza,Kabupaten Badung,,+62 812-3958-8919,https://www.google.com/maps/search/?api=1&query=R8POINTS%20-%20SPA&query_place_id=ChIJi06mB-9H0i0RkU0PxFWZeqc,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
Escape Spa & Reflexology,5,53,Jl. Kartika Plaza No.92,Kabupaten Badung,https://www.grandixora.com/spa.php,+62 361 759099,https://www.google.com/maps/search/?api=1&query=Escape%20Spa%20%26%20Reflexology&query_place_id=ChIJD8Xh2bhH0i0RFvpjIhfSBRg,TRUE,FALSE,FALSE,FALSE,1,Sedang,1,1,0,4
Sakanti spa,4.6,39,"7598+29C, Jl. Kartika Plaza",Kabupaten Badung,http://www.theanvayabali.com/,+62 361 759991,https://www.google.com/maps/search/?api=1&query=Sakanti%20spa&query_place_id=ChIJdWLzo6FG0i0R8JLgLaHIXao,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Island Spa at Kuta,4.9,24,Jl. Kartika Plaza No.88,Kabupaten Badung,https://sunislandbali.com/island-spa/,+62 818-0688-8874,https://www.google.com/maps/search/?api=1&query=Island%20Spa%20at%20Kuta&query_place_id=ChIJrX8V5m5H0i0R1rtEqaW8fbw,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,1,1,4,1
Family SPA & HEALING,4.3,97,Gg. Puspa Ayu Jl. Kartika Plaza,Kabupaten Badung,,+62 831-7499-6437,https://www.google.com/maps/search/?api=1&query=Family%20SPA%20%26%20HEALING&query_place_id=ChIJuVz2PD5H0i0Rj-2C-4q2pEk,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
Sekar Sari Spa,3,2,Jl. BY Pass I. Gusti Ngurah RAI GG. Mitra 10 No.4,Kota Denpasar,,+62 822-6636-1620,https://www.google.com/maps/search/?api=1&query=Sekar%20Sari%20Spa&query_place_id=ChIJr9QXd05B0i0RUof8uOIxPdg,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,1,2,3
TURKI BALI SPA,3.3,4,Jl. Taman Pancing Timur No.99,Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=TURKI%20BALI%20SPA&query_place_id=ChIJrzyJT0tB0i0RllBpVUD4-wU,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,0,1,7
DEPUN BALI Family Massage,0,0,,Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=DEPUN%20BALI%20Family%20Massage&query_place_id=ChIJCzCdlk1B0i0Ro2lAypjzlWo,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,5,7
Pijit tradisional,0,0,Jl. Glogor Carik No.25,Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=Pijit%20tradisional&query_place_id=ChIJIXNQaQBH0i0RKCWTO5mgG9g,FALSE,FALSE,FALSE,FALSE,0,Rendah,0,0,5,7
Pijat Capek Tradisional (Mas Son),5,1,Pondok Lotus Jl. Taman Pancing No.45,Kota Denpasar,,+62 877-6026-3780,https://www.google.com/maps/search/?api=1&query=Pijat%20Capek%20Tradisional%20(Mas%20Son)&query_place_id=ChIJg-kBLqhB0i0RX2b08Mz8hYc,TRUE,FALSE,FALSE,FALSE,1,Sedang,0,1,2,6
BALI MASSAGE Home service,0,0,Jl. Glogor Carik No.34,Kota Denpasar,,+62 812-3931-5599,https://www.google.com/maps/search/?api=1&query=BALI%20MASSAGE%20Home%20service&query_place_id=ChIJ5QRy3ddH0i0RlVBrn3rq49s,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,1,3,3
Bunga Beauty Salon & spa,5,1,Jl. Taman Pancing Timur No.99,Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=Bunga%20Beauty%20Salon%20%26%20spa&query_place_id=ChIJbR7tEbpB0i0RqFvHLOUUiTM,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,0,1,7
"Dian Beauty Salon, Skincare, Barber & Spa",0,0,"75MQ+24H, Jl. Glogor Carik",Kota Denpasar,,,https://www.google.com/maps/search/?api=1&query=Dian%20Beauty%20Salon%2C%20Skincare%2C%20Barber%20%26%20Spa&query_place_id=ChIJwTilprRG0i0R_bAZbonB1ok,TRUE,TRUE,FALSE,FALSE,2,Tinggi,0,0,5,7
Asyh Beauty Salon,4.5,150,Jl. Taman Pancing,Kota Denpasar,,+62 877-6134-0007,https://www.google.com/maps/search/?api=1&query=Asyh%20Beauty%20Salon&query_place_id=ChIJUx-xLktB0i0RtgTzlE0TPbQ,TRUE,TRUE,TRUE,FALSE,3,Sangat tinggi,0,1,2,3
